trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,MA60,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_mid,BB_lower,KDJ_K,KDJ_D,KDJ_J,ATR_14,OBV,VOL_MA5,VOL_MA10,VOL_MA20
2025-07-18,65.5,65.88,64.66,64.69,65.46,-0.77,-1.1763,53132.17,345547.607,65.404,65.3,,,39.97136249931777,-0.3202052679928471,-0.2574655137284775,-0.06273975426436962,,,,36.99220863930731,39.51520223251994,31.946221452882043,,-113196.27000000002,62683.664000000004,63832.549,
2025-07-21,64.88,65.1,63.68,64.07,64.69,-0.62,-0.9584,52325.84,335998.303,65.362,65.049,,,35.98669666921046,-0.4087669970482324,-0.2877258103924285,-0.12104118665580388,,,,33.31843035500739,37.449611606682424,25.056067851657332,,-165522.11000000002,62874.731999999996,60884.774,
2025-07-22,64.06,64.91,63.77,64.25,64.07,0.18,0.2809,43586.47,280967.191,64.89399999999999,64.909,,,37.92155547678744,-0.45913567939021505,-0.32200778419198584,-0.1371278951982292,,,,32.32555551175249,35.741592908372446,25.493480718512572,,-121935.64000000001,53071.67,56813.202000000005,
2025-07-23,64.27,64.78,63.28,64.55,64.25,0.3,0.4669,46518.83,298315.287,64.604,64.886,,,41.11610065449608,-0.46943438288445805,-0.3514931039304803,-0.11794127895397777,,,,34.090823415601946,35.191336410782284,31.88979742524127,1.8642857142857123,-75416.81000000001,51409.06999999999,56260.43000000001,
2025-07-24,64.53,65.12,64.11,64.48,64.55,-0.07,-0.1084,44746.5,289134.414,64.408,64.827,,,40.591218550463005,-0.4777375336804397,-0.37674198988047214,-0.10099554379996756,,,,34.70132564276378,35.02799948810945,34.04797795207243,1.7999999999999987,-120163.31000000001,48061.962,57056.206000000006,
2025-07-25,64.49,65.05,63.67,64.96,64.48,0.48,0.7444,46712.57,300459.825,64.462,64.93299999999999,,,45.7092566431737,-0.4405079505869054,-0.3894951820217588,-0.05101276856514658,,,,37.71755042850911,35.92451646824267,41.30361834904198,1.6257142857142846,-73450.74000000002,46778.042,54730.853,
2025-07-28,65.48,66.19,64.83,65.21,64.96,0.25,0.3849,56323.57,368999.866,64.69,65.026,,,48.21172046498067,-0.3863764202362745,-0.388871429664662,0.0024950094283874846,,,,41.898505841228214,37.91584625923785,49.86382500520894,1.5192857142857135,-17127.17000000002,47577.588,55226.159999999996,
2025-07-29,65.22,65.5,64.23,64.53,65.21,-0.68,-1.0428,43972.8,284876.154,64.74600000000001,64.82,,,42.476567317520214,-0.39380754124091766,-0.3898586519799131,-0.003948889261004562,,,,40.99398822017096,38.94189357954889,45.09817750141511,1.4507142857142843,-61099.97000000002,47654.854,50363.262,
2025-07-30,64.62,65.4,63.91,64.03,64.53,-0.5,-0.7748,43690.9,281384.104,64.642,64.623,,,38.819845159096865,-0.43502784925036053,-0.3988924914340026,-0.036135357816357905,,,,35.92039077221021,37.934725977102666,31.891720362425303,1.4628571428571415,-104790.87000000002,47089.268000000004,49249.169,
2025-07-31,63.8,65.9,63.8,64.3,64.03,0.27,0.4217,62460.73,405297.863,64.606,64.50699999999999,64.989,,41.73670803659139,-0.44082691849706634,-0.4072793768466154,-0.03354754165045093,66.71140835062879,64.989,63.266591649371215,35.6307759787243,37.16674264430988,32.55884264755315,1.5278571428571428,-42330.14000000002,50632.114,49347.038,55597.7605
2025-08-01,64.35,64.77,62.31,64.7,64.3,0.4,0.6221,66495.96,421427.212,64.554,64.50800000000001,64.904,,45.85524303353673,-0.4084378483228761,-0.4075110711418676,-0.0009267771810085312,66.49607775530824,64.904,63.31192224469175,44.28649670059286,39.539993996404206,53.77950210897018,1.5878571428571422,24165.819999999985,54588.792,50683.417,57257.98300000001
2025-08-04,64.7,65.07,63.63,63.9,64.7,-0.8,-1.2365,44774.19,287239.907,64.292,64.491,64.77,,39.79620014230019,-0.44222489763569683,-0.41445383644063344,-0.027771061195063396,66.21220591273811,64.77,63.32779408726188,43.18412494816155,40.75470431365666,48.04296621717134,1.504999999999999,-20608.370000000017,52278.916000000005,49928.252,55406.513
2025-08-05,63.91,66.51,63.9,66.15,63.9,2.25,3.5211,87814.4,573799.522,64.616,64.681,64.79499999999999,,57.003857093387595,-0.2841694531071681,-0.3883969597739404,0.10422750666677227,66.31658504613823,64.79499999999999,63.27341495386174,59.265607108298184,46.925005245203835,83.94681083448688,1.5764285714285708,67206.02999999997,61047.23600000001,54351.045000000006,55582.1235
2025-08-06,65.87,66.88,64.96,66.87,66.15,0.72,1.0884,65167.08,429226.627,65.184,64.913,64.89949999999999,,60.85919340690417,-0.09966254411065734,-0.3306500766412838,0.23098753253062648,66.68153284274771,64.89949999999999,63.117467157252264,72.77079861195087,55.54026970078618,107.23185643428025,1.5942857142857139,132373.11,65342.471999999994,56215.87000000001,56238.15
2025-08-07,66.4,66.94,65.12,65.79,66.87,-1.08,-1.6151,49096.01,323740.643,65.482,65.044,64.9355,,53.15924960438088,-0.04012393969333061,-0.2725448492516932,0.2324209095583626,66.76060533221626,64.9355,63.11039466778375,73.56786142164621,61.549466941072865,97.6046503827929,1.6371428571428563,83277.09999999998,62669.528000000006,56650.82100000001,56853.5135
2025-08-08,65.77,65.78,64.28,64.43,65.79,-1.36,-2.0672,46098.83,298437.724,65.42800000000001,64.99100000000001,64.96199999999999,,45.37406540816324,-0.1015096605664354,-0.23833781151464167,0.13682815094820627,66.73854425041544,64.96199999999999,63.18545574958454,64.30801992544599,62.46898460253058,67.9860905712768,1.6435714285714285,37178.269999999975,58590.102,56589.447,55660.15
2025-08-11,64.32,66.88,64.3,65.73,64.43,1.3,2.0177,62320.49,411756.139,65.79400000000001,65.043,65.0345,,52.53045888676829,-0.04474337736938594,-0.19961892468559053,0.1548755473162046,66.81220372287278,65.0345,63.25679627712721,67.4940435212117,64.14400424209096,74.19412207945317,1.7464285714285717,99498.75999999998,62099.362,57189.139,56207.649500000014
2025-08-12,65.76,66.37,64.61,65.95,65.73,0.22,0.3347,61632.74,403105.245,65.754,65.185,65.0025,,53.6374064920323,0.017791384421684597,-0.15613686286413553,0.17392824728582013,66.6826738631839,65.0025,63.3223261368161,71.20193254185895,66.4966470086803,80.61250360821626,1.7650000000000006,161131.49999999997,56863.030000000006,58955.132999999994,54659.19750000001
2025-08-13,65.89,69.63,65.5,68.82,65.95,2.87,4.3518,121688.97,825376.026,66.144,65.664,65.14349999999999,,65.07812865562506,0.2955289740366567,-0.0658036954839771,0.3613326695206338,67.50948060231403,65.14349999999999,62.77751939768596,77.11276377107535,70.03535259614532,91.26758612093542,1.9878571428571428,282820.47,68167.408,66754.94,58002.054500000006
2025-08-14,68.82,69.85,66.9,67.26,68.82,-1.56,-2.2668,74308.85,503613.409,66.438,65.96000000000001,65.2335,,56.864181673537225,0.385317353660497,0.024420514344917717,0.3608968393155793,67.7802111918584,65.2335,62.686788808141614,70.86188538650472,70.31086352626512,71.96392910698393,2.099999999999999,208511.61999999997,73209.976,67939.75200000001,58643.395
2025-08-15,67.52,76.87,67.06,75.6,67.26,8.34,12.3996,152556.78,1095672.164,68.672,67.05,65.779,,75.01805311151901,1.1165724390790643,0.24285089929174705,0.8737215397873173,71.05106700700168,65.779,60.506932992998316,77.31064782641819,72.64412495964947,86.64369355995564,2.7035714285714283,361068.39999999997,94501.566,76545.834,63614.6255
2025-08-18,77.42,88.95,75.21,87.0,75.6,11.4,15.0794,208835.56,1697016.811,72.926,69.36,66.9255,,84.57446600246726,2.5861703272095156,0.7115147848753007,1.8746555423342148,77.71678005674757,66.9255,56.13421994325243,82.23898613370454,75.84241201766784,95.03213436577795,3.5942857142857148,569903.96,123804.57999999999,92951.97099999999,71440.1115
2025-08-19,85.06,85.06,78.8,79.65,87.0,-7.35,-8.4483,202846.52,1645596.569,75.666,70.71000000000001,67.6955,,66.82533998621287,3.1217678711611683,1.1935654021324744,1.9282024690286939,79.80067327426582,67.6955,55.590326725734165,75.59345461203868,75.75942621579146,75.26151140453314,4.073571428571428,367057.43999999994,152047.33599999998,104455.183,79403.114
2025-08-20,78.76,83.5,78.0,83.01,79.65,3.36,4.2185,163691.18,1331546.961,78.50399999999999,72.324,68.61850000000001,,69.93190368380465,3.773854062335147,1.7096231341730088,2.064230928162138,82.41127808740578,68.61850000000001,54.82572191259425,75.70302730114835,75.7406265775771,75.62782874829085,4.316428571428571,530748.6199999999,160447.778,114307.593,85261.7315
2025-08-21,82.41,83.02,78.27,79.4,83.01,-3.61,-4.3489,121799.54,973972.778,80.932,73.685,69.36449999999999,,63.095541517061164,3.95376370998045,2.1584512493344974,1.7953124606459525,83.81315096598438,69.36449999999999,54.91584903401561,70.88788703105631,74.12304672873684,64.41756763569524,4.4799999999999995,408949.0799999999,169945.916,121577.946,89114.3835
2025-08-22,79.01,82.2,78.9,80.95,79.4,1.55,1.9521,124902.48,1006097.797,82.00200000000001,75.337,70.164,,64.69155825765634,4.173308149474863,2.561422629362571,1.6118855201122924,85.3378478622717,70.164,54.9901521377283,69.63602219490306,72.62737188412558,63.65332281645803,4.612857142857144,533851.5599999999,164415.056,129458.31100000002,93023.879
2025-08-25,81.3,84.69,80.6,82.83,80.95,1.88,2.3224,141337.04,1164962.207,81.16799999999999,77.047,71.04499999999999,,66.5794744640379,4.447728343956527,2.938683772281362,1.5090445716751648,87.03202829434566,71.04499999999999,55.0579717056543,71.05798778878398,72.10424385234505,68.96547566166183,4.718571428571429,675188.6,150915.35199999998,137359.96600000001,97274.5525
2025-08-26,82.55,82.55,80.51,81.27,82.83,-1.56,-1.8834,66288.62,540321.084,81.492,78.57900000000001,71.88199999999999,,63.543309089527085,4.487599113491072,3.2484668405233044,1.2391322729677676,88.18261748911108,71.88199999999999,55.5813825108889,69.09534786825961,71.10127852431657,65.08348655614569,4.747142857142856,608899.98,123603.772,137825.55399999997,98390.34349999999
2025-08-27,80.03,82.82,78.68,79.18,81.27,-2.09,-2.5717,136397.69,1097529.461,80.726,79.615,72.6395,,59.62058583041747,4.300972518528226,3.4589679761242893,0.8420045424039371,88.81130063534893,72.6395,56.46769936465107,64.51948118885954,68.90734607916423,55.743751408250176,4.912857142857142,472502.29,118145.074,139296.42599999998,103025.683
2025-08-28,78.88,80.97,77.3,80.9,79.18,1.72,2.1723,108179.57,855480.261,81.026,80.979,73.46950000000001,,61.7152321601891,4.242949146195201,3.615764210138472,0.6271849360567292,89.54278280097127,73.46950000000001,57.396217199028754,56.816966110379944,64.8772194229028,40.69645948533423,5.067142857142856,580681.86,115421.08,142683.498,105311.625
2025-08-29,81.14,82.54,80.08,80.61,80.9,-0.29,-0.3585,95284.68,774045.494,80.958,81.47999999999999,74.265,,61.139360354318384,4.126002639140026,3.717811895938783,0.40819074320124304,90.08364788952045,74.265,58.44635211047955,52.09619046533921,60.616876437048276,35.05481852192108,5.058571428571428,485397.18,109497.51999999999,136956.288,106751.06100000002
2025-09-01,81.0,83.53,79.52,81.5,80.61,0.89,1.1041,97906.44,800030.692,80.69200000000001,80.92999999999999,75.14500000000001,,62.30195669186858,4.058355060801745,3.785920528911375,0.2724345318903696,90.4868224402928,75.14500000000001,59.803177559707215,53.6753132646691,58.30302204625522,44.41989570149684,5.219285714285713,583303.62,100811.4,125863.376,109407.67349999999
2025-09-02,80.75,81.97,76.9,77.26,81.5,-4.24,-5.2025,97833.2,770343.243,79.89000000000001,80.691,75.7005,,54.01170979822166,3.620872142607354,3.752910851650571,-0.13203870904321713,90.46465499212796,75.7005,60.936345007872056,37.323978633442216,51.310007575317556,9.351920749691544,5.286428571428571,485470.42,107120.31599999999,115362.044,109908.6135
2025-09-03,77.89,78.66,75.34,76.15,77.26,-1.11,-1.4367,70746.08,542233.206,79.28399999999999,80.00500000000001,76.1645,,52.05871525607513,3.148304361770073,3.6319895536744715,-0.4836851919043985,90.33136047751834,76.1645,61.997639522481656,27.770352957054182,43.463456035896435,-3.615853200630326,5.312857142857142,414724.33999999997,93989.994,106067.53400000001,110187.5635
2025-09-04,77.9,80.0,70.3,71.86,76.15,-4.29,-5.6336,104524.55,774730.906,77.476,79.251,76.46799999999999,,45.24883462483299,2.3999586148260903,3.3855833659047954,-0.9856247510787051,89.94219303315543,76.46799999999999,62.99380696684455,22.127189207876295,36.35136709322306,-6.32116656281724,5.305,310199.79,93258.99,104340.035,112958.9905
2025-09-05,71.85,73.97,70.83,73.56,71.86,1.7,2.3657,64738.23,470728.181,76.066,78.512,76.92450000000001,,48.14367171822838,1.9219104243164082,3.0928487775871183,-1.17093835327071,89.2512453765763,76.92450000000001,64.59775462342371,22.965115304620994,31.88928316368904,5.116779586484903,4.547857142857142,374938.01999999996,87149.70000000001,98323.61,113890.9605
2025-09-08,74.79,75.85,73.56,74.7,73.56,1.14,1.5498,56872.96,425193.493,74.70599999999999,77.699,77.373,,50.05088461918678,1.6164093015602106,2.797560882381737,-1.1811515808215263,88.58731998079138,77.373,66.15868001920863,26.39599271756795,30.058186348315346,19.071605456073158,4.125714285714284,431810.98,78943.004,89877.202,113618.58399999999
2025-09-09,74.87,75.13,72.45,73.18,74.7,-1.52,-2.0348,45372.65,333594.419,73.89000000000001,76.89,77.7345,,47.54025669400908,1.2373823899813061,2.485525183901651,-1.2481427939203447,87.8063188918125,77.7345,67.6626811081875,24.853564306043054,28.323312334224585,17.914068249679993,3.924285714285712,386438.32999999996,68450.894,87785.605,112805.57950000002
2025-09-10,73.2,74.65,72.9,73.42,73.18,0.24,0.328,36232.15,267379.532,73.34400000000001,76.31400000000001,77.96450000000002,,47.98392713462397,0.9454680588014668,2.1775137588816142,-1.2320457000801475,87.36702927898142,77.96450000000002,68.56197072101861,24.429965017331813,27.025529895260327,19.23883526147479,3.7099999999999977,422670.48,61548.10800000001,77769.051,108532.7385
2025-09-11,73.16,76.7,72.42,75.96,73.42,2.54,3.4595,68349.93,513261.936,74.16400000000002,75.82,78.39950000000002,,52.55705295812255,0.908606767320947,1.923732360569481,-1.015125593248534,86.42030314917979,78.39950000000002,70.37869685082025,30.54716236731165,28.199407385944102,35.24267233004675,3.779999999999998,491020.41,54313.18400000001,73786.08699999998,108234.79250000001
2025-09-12,76.34,78.17,75.89,75.99,75.96,0.03,0.0395,63291.53,486450.473,74.65,75.358,78.41900000000001,,52.61004785869013,0.8717655074165833,1.7133389899389015,-0.8415734825223182,86.41299748495527,78.41900000000001,70.42500251504475,36.617274197459395,31.005362989782533,47.84109661281312,3.6507142857142836,554311.94,54023.844,70586.772,103771.53
2025-09-15,78.01,78.9,75.16,75.16,75.99,-0.83,-1.0922,66422.35,508732.52,74.74199999999999,74.724,77.827,,50.91549955400706,0.7667557965807958,1.5240223512672806,-0.7572665546864847,84.83860271489881,77.827,70.81539728510118,41.112547059474636,34.37442434634657,54.588792485730764,3.7521428571428563,487889.58999999997,55933.721999999994,67438.36300000001,96650.8695
2025-09-16,75.0,76.19,74.5,75.8,75.16,0.64,0.8515,55693.27,419904.255,75.26599999999999,74.578,77.63449999999999,,52.19415295766648,0.726799404369487,1.364577761887722,-0.637778357518235,84.64676737112954,77.63449999999999,70.62223262887044,46.30870834892811,38.35251901387375,62.2210870190368,3.577142857142857,543582.86,57997.846,63224.369999999995,89293.207
2025-09-17,76.6,79.2,76.0,78.97,75.8,3.17,4.1821,79485.54,620416.841,76.376,74.85999999999999,77.43249999999999,,58.02655025534267,0.9400894172595571,1.279680092962089,-0.339590675702532,84.01218124327885,77.43249999999999,70.85281875672113,63.289835832778024,46.66495795350851,96.53959159131706,3.557857142857143,623068.4,66648.524,64098.316000000006,85082.925
2025-09-18,78.58,82.89,78.56,80.14,78.97,1.17,1.4816,112069.62,904104.309,77.21199999999999,75.688,77.46950000000001,,59.967823070265986,1.1898170408371413,1.2617074825370995,-0.07189044169995817,84.10386182628767,77.46950000000001,70.83513817371235,66.77138371023152,53.36709987241618,93.57995138586217,3.691428571428571,735138.02,75392.462,64852.823,84596.429
2025-09-19,80.28,80.85,76.76,77.46,79.98,-2.52,-3.1508,64478.06,508687.853,77.506,76.078,77.295,,53.82675739746007,1.158124244029409,1.2409908348355616,-0.08286659080615255,83.72432917839865,77.295,70.86567082160136,60.5601010790273,55.76476694128655,70.15076935450878,3.6971428571428553,670659.96,75629.76800000001,64826.806000000004,81575.208
2025-09-22,78.24,79.77,77.61,78.58,77.46,1.12,1.4459,54266.9,427641.653,78.19,76.466,77.08250000000001,,55.861058723341316,1.209440437481689,1.2346807553647872,-0.025240317883098218,83.00230040559673,77.08250000000001,71.16269959440329,59.98498938538145,57.171507755984855,65.61195264417465,3.499999999999999,724926.86,73198.678,64566.2,77221.701
2025-09-23,78.94,79.98,74.35,76.4,78.58,-2.18,-2.7742,81703.85,624578.926,78.30999999999999,76.788,76.83900000000001,,51.13831404256671,1.061959501440242,1.2001365045798782,-0.1381770031396361,82.42477102061432,76.83900000000001,71.25322897938571,52.6611167694966,55.668044093822104,46.647262120845596,3.665,643223.01,78400.794,68199.31999999999,77992.4625
2025-09-24,75.89,79.94,75.64,78.72,76.4,2.32,3.0366,64551.01,503815.699,78.26,77.318,76.816,,55.45454684518619,1.1193808820181488,1.1839853800675324,-0.06460449804938362,82.36485061592872,76.816,71.26714938407129,52.164397908782284,54.50016203214217,47.4928696620625,3.279285714285714,707774.02,75413.888,71031.20599999999,74400.1285
2025-09-25,78.53,79.5,77.68,78.2,78.72,-0.52,-0.6606,53940.2,422677.729,77.872,77.542,76.681,71.71316666666667,54.29680761165224,1.1101311843852528,1.1692145409310766,-0.05908335654582375,81.93503464015967,76.681,71.42696535984032,49.80358767689313,52.934637247059165,43.54148853656106,3.184999999999999,653833.8200000001,63788.004,69590.233,71688.16
2025-09-26,77.8,79.02,75.1,75.18,78.2,-3.02,-3.8619,55352.29,425203.842,77.416,77.461,76.40950000000001,71.85950000000001,48.02581081877738,0.8493215217453951,1.1052359370939404,-0.2559144153485453,81.36115883953607,76.40950000000001,71.45784116046394,36.44204830294052,47.43710759901962,14.451929710782323,3.301428571428571,598481.53,61962.85,68796.30900000001,69691.5405
2025-09-29,75.07,76.35,74.64,75.2,75.18,0.02,0.0266,51369.01,387274.454,76.74,77.465,76.09450000000001,72.00316666666667,48.068586817664624,0.6369000308253305,1.0115687558402184,-0.3746687250148879,80.44808521342172,76.09450000000001,71.7409147865783,27.612419399462333,40.82887819916719,1.1795018000526056,3.232142857142857,649850.54,61383.272,67290.97499999999,67364.669
2025-09-30,75.5,77.76,75.44,76.65,75.2,1.45,1.9282,52612.57,404583.093,76.79,77.55,76.064,72.1865,51.20416667586161,0.5788843324597508,0.925031871164125,-0.3461475387043742,80.39167544264122,76.064,71.73632455735877,27.385641036019422,36.3477991447846,9.46132481848906,3.29,702463.11,55565.016,66982.905,65103.6375
2025-10-09,78.0,80.22,77.0,78.83,76.65,2.18,2.8441,84305.24,667614.809,76.812,77.53599999999999,76.19800000000001,72.42066666666666,55.549631743838276,0.7007365991823349,0.880172816767767,-0.17943621758543216,80.69936634227501,76.19800000000001,71.696633657725,41.23145299837195,37.97568376264705,47.742991469821746,3.239285714285714,786768.35,59515.862,67464.875,65781.5955
2025-10-10,78.1,79.97,76.64,77.25,78.83,-1.58,-2.0043,73450.43,573274.919,76.622,77.247,76.4675,72.62366666666667,51.93939495954978,0.6621794110113228,0.8365741356164782,-0.17439472460515537,80.49586717607282,76.4675,72.43913282392718,43.95555128909069,39.96897293812827,51.92870799101554,3.3142857142857136,713317.9199999999,63417.90800000001,63602.956000000006,64227.889500000005
2025-10-13,74.78,77.99,74.7,77.86,77.25,0.61,0.7896,59409.27,453418.545,77.158,77.287,76.68249999999999,72.85633333333334,53.20390291901107,0.6730855523473167,0.8038764189626459,-0.13079086661532924,80.51155168966193,76.68249999999999,72.85344831033805,49.235557758882734,43.057834545046425,61.59100418655534,3.2821428571428553,772727.19,64229.304000000004,63096.07699999999,63961.44149999999
2025-10-14,77.76,79.1,73.29,73.38,77.86,-4.48,-5.7539,78717.53,597313.168,76.79400000000001,76.767,76.6165,73.00800000000001,44.03944060422928,0.31658084197127323,0.7064173035643715,-0.38983646159309826,80.63047178287067,76.6165,72.60252821712933,33.25660560548888,39.79075823186058,20.188300352745472,3.576428571428569,694009.6599999999,69699.008,65541.14,65053.67
2025-10-15,71.48,71.48,67.03,69.69,73.38,-3.69,-5.0286,97430.25,674115.868,75.402,76.096,76.442,73.05966666666667,38.20246451930386,-0.26069869854525507,0.5129941031424462,-0.7736928016877013,81.29976036764592,76.442,71.58423963235407,28.89333474533223,36.15828373635113,14.36343676329443,3.787142857142854,596579.4099999999,78662.544,67113.78,67656.55
2025-10-16,69.5,69.56,67.14,67.85,69.69,-1.84,-2.6403,69858.97,475987.441,73.20599999999999,75.009,76.1635,73.0905,35.664102507182164,-0.8567929402770602,0.23903669445854492,-1.0958296347356051,82.23723040664709,76.1635,70.08976959335291,21.334500141063018,31.217022537921764,1.5694553473455244,3.6599999999999966,526720.44,75773.29,67644.576,69337.891
2025-10-17,67.68,68.11,64.8,65.05,67.85,-2.8,-4.1268,57614.31,380492.2,70.76599999999999,73.694,75.618,73.08366666666667,32.16199080702563,-1.537416144593692,-0.11625387335190246,-1.4211622712417895,83.46851818604807,75.618,67.76748181395192,14.763423786216679,25.73248962068674,-7.174707882723439,3.604285714285712,469106.12999999995,72606.06599999999,68011.987,68801.11
2025-10-20,66.28,66.5,64.41,65.2,65.05,0.15,0.2306,52248.09,340788.383,68.234,72.696,75.07849999999999,73.09216666666667,32.5441429243904,-2.041181718977441,-0.5012394424770102,-1.539942276500431,84.20129568184169,75.07849999999999,65.9557043181583,11.507895005696227,20.99095808235657,-7.45823114762446,3.5885714285714263,521354.22,71173.82999999999,67701.56700000001,68248.938
2025-10-21,65.5,66.6,64.42,66.56,65.2,1.36,2.0859,55297.32,362788.173,66.86999999999999,71.832,74.6485,73.13366666666666,36.061050883103704,-2.3041184884350514,-0.8618152516686186,-1.4423032367664328,84.53395827279422,74.6485,64.76304172720577,12.204925997894058,18.06228072086907,0.49021655194403735,3.3421428571428535,576651.5399999999,66489.788,68094.398,67692.6865
2025-10-22,66.4,68.72,65.94,67.4,66.56,0.84,1.262,50379.35,341063.968,66.412,70.907,74.22850000000001,73.18616666666667,38.20407107894793,-2.416856772329922,-1.1728235558008793,-1.2440332165290426,84.60932904102296,74.22850000000001,63.84767095897706,14.541930099710026,16.888830513816057,9.84812927149796,3.2335714285714254,627030.8899999999,57079.60799999999,67871.076,67426.9905
2025-10-23,67.0,67.36,65.53,67.12,67.4,-0.28,-0.4154,27201.22,180300.306,66.266,69.736,73.636,73.22900000000001,37.74987878663732,-2.4999781426483594,-1.4382544731703752,-1.0617236694779841,84.2279083316115,73.636,63.04409166838849,15.843927985692794,16.540529671108303,14.450724614861777,3.2371428571428544,599829.6699999999,48548.058,62160.674,64812.7745
2025-10-24,67.48,68.78,67.48,68.55,67.12,1.43,2.1305,45474.82,309913.716,66.96600000000001,68.866,73.0565,73.29683333333334,41.57042562031664,-2.4225378699047155,-1.6351111525172435,-0.787426717387472,83.41577710341129,73.0565,62.69722289658871,19.956764334460047,17.679274558892217,24.511743885595706,3.075714285714283,645304.4899999999,46120.159999999996,59363.113,61483.03450000001
2025-10-27,69.38,69.71,67.21,67.63,68.55,-0.92,-1.3421,63734.19,434956.403,67.452,67.843,72.565,73.34133333333332,39.874836149216755,-2.4076483357619196,-1.7896185891661787,-0.618029746595741,82.97723066246705,72.565,62.152769337532945,28.48602770812186,21.281525608635434,42.895031907094705,3.132142857142855,581570.2999999998,48417.38,59795.605,61445.841
2025-10-28,67.29,68.59,66.51,67.2,67.63,-0.43,-0.6358,56021.92,379208.736,67.58000000000001,67.225,71.99600000000001,73.3745,39.07265133988363,-2.4028471527638544,-1.9122643018857137,-0.4905828508781407,82.2670311069531,71.99600000000001,61.72496889304692,36.537854950068706,26.366968722446526,56.879627405313066,3.09785714285714,525548.3799999998,48562.3,57526.043999999994,61533.59199999999
2025-10-29,66.59,67.2,64.81,65.96,67.2,-1.24,-1.8452,87271.47,572471.995,67.292,66.852,71.474,73.39833333333334,36.775089679160075,-2.470620047534453,-2.0239354510154617,-0.4466845965189914,81.86311657254325,71.474,61.08488342745676,34.106997639668435,28.946978361520497,44.42703619596431,3.0135714285714266,438276.9099999998,55940.724,56510.166000000005,61811.973
2025-10-30,65.96,65.98,64.49,64.6,65.96,-1.36,-2.0619,50738.11,329849.247,66.78799999999998,66.527,70.768,73.40783333333334,34.38679505845916,-2.6040532836363894,-2.1399590175396472,-0.4640942660967422,81.00173081118453,70.768,60.53426918881547,23.93296697990473,27.27564123431524,17.247618471083705,2.882142857142856,387538.7999999998,60648.102,54598.08,61121.328
2025-10-31,64.54,65.2,64.01,64.34,64.6,-0.26,-0.4025,47835.04,308298.591,65.946,66.45599999999999,70.075,73.4085,33.93308683447705,-2.69965991267766,-2.25189919656725,-0.44776071611041024,80.06387275659102,70.075,60.086127243408974,17.88513588133999,24.145472783323495,5.364462077372984,2.7321428571428563,339703.75999999983,61120.14600000001,53620.153000000006,60816.07000000001
