trade_date,open,high,low,close,MA5,MA10,MA20,RSI,PE,PB,MACD_DIF,MACD_DEA,MACD,BB_middle,BB_upper,BB_lower,KDJ_K,KDJ_D,KDJ_J
2026-06-10,46.52,49.5,46.52,48.15,47.05,47.47,50.61,43.68,63.7543,7.9921,-2.496009580517942,-2.395881629745998,-0.20025590154388784,50.615,58.03501418639536,43.194985813604646,33.164047500253815,26.245845549343468,47.00045140207451
2026-06-11,47.71,52.82,47.6,50.27,47.91,47.23,50.39,45.02,66.5613,8.344,-2.1702003927630216,-2.350745382349403,0.3610899791727631,50.3885,57.54241177498039,43.234588225019614,46.597745159725235,33.02981208613739,73.73361130690093
2026-06-12,51.33,53.3,51.16,51.75,48.75,47.53,50.28,37.89,68.5209,8.3837,-1.772142477652892,-2.235024801410101,0.9257646475144181,50.284000000000006,57.28505375527163,43.28294624472838,59.27791533938736,41.77917983722072,94.27538634372065
2026-06-15,52.02,54.89,51.51,54.7,50.41,48.32,50.37,50.13,72.427,8.8616,-1.204750749544921,-2.0289699910370653,1.6484384829842886,50.370000000000005,57.55045299846398,43.18954700153603,72.30970611666922,51.95602193037022,113.01707448926722
2026-06-16,54.9,57.18,54.11,57.1,52.39,49.42,50.52,60.83,75.6048,9.2505,-0.5550307261036878,-1.73418213805039,2.3583028238934043,50.521,58.14337122934112,42.89862877065888,81.3343598045386,61.748801221759685,120.50547697009641
2026-06-17,56.33,62.26,56.22,60.76,54.92,50.98,50.85,65.79,80.4509,9.8434,0.25230012674745694,-1.3368856850908206,3.178371623676555,50.854,59.6294163793846,42.0785836206154,84.78769058951522,69.42843101101154,115.50620974652259
2026-06-18,60.6,62.0,59.8,60.5,56.96,52.44,51.32,77.09,80.1066,9.8013,0.8612083433488138,-0.8972668794028937,3.516950445503415,51.3205,61.10104669659132,41.53995330340869,86.25042431264936,75.03576211155749,108.67974871483312
2026-06-22,60.0,62.2,58.75,60.52,58.72,53.73,51.71,84.47,80.1331,9.8045,1.3300542869157042,-0.45180264613917415,3.5637138661097567,51.711,62.314187008481696,41.1078129915183,87.25336929485267,79.10829783932256,103.54351220591289
2026-06-23,60.1,60.11,56.19,57.22,59.22,54.82,51.72,74.55,75.7636,9.2699,1.4189785528223453,-0.07764640634687026,2.993249918338431,51.722,62.348720244642166,41.095279755357836,80.8288027404058,79.68179947301698,83.12280927518344
2026-06-24,56.7,58.96,56.4,57.9,59.38,55.89,51.89,78.78,76.664,9.3801,1.5267228802099098,0.24322745096448575,2.566990858490848,51.885000000000005,62.796372145851144,40.973627854148866,77.30560473735103,78.88973456112834,74.13734508979644
2026-06-25,57.92,62.22,57.19,61.6,59.55,57.23,52.35,81.22,81.5631,9.9795,1.888896095340229,0.5723611798396344,2.633069831001189,52.3515,64.09800008345121,40.604999916548785,82.88842117625205,80.22263009950291,88.22000332975034
2026-06-26,61.6,68.38,61.56,63.66,60.18,58.57,52.9,81.55,84.2907,10.3132,2.315454641720507,0.9209798722158089,2.788949539009396,52.8995,65.69062270287458,40.10837729712543,79.26606066956619,79.90377362285734,77.99063476298389
